region,season,quadrat,species,sex,stage,is_gravid,carapace_width,carapace_length,front_width,left_claw_length,right_claw_length
Ria de Alvor,summer,1,Afruca farensis,female,sub_adult,FALSE,45,34,29,29,22
Ria de Alvor,summer,1,Afruca farensis,female,sub_adult,FALSE,46,35,34,28,24
Ria de Alvor,summer,1,Afruca farensis,female,sub_adult,FALSE,33,26,19,15,13
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,44,34,21,19,22
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,78,59,57,44,36
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,56,43,38,27,31
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,56,43,39,30,30
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,56,43,23,26,23
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,60,46,38,35,28
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,45,35,21,22,21
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,64,49,28,34,34
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,75,58,37,33,34
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,42,33,24,23,18
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,67,52,28,35,35
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,55,42,26,35,23
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,42,33,30,23,18
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,56,42,40,24,30
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,80,61,42,39,35
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,40,32,34,22,23
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,56,43,33,28,32
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,63,48,41,27,21
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,77,59,42,35,37
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,61,47,46,28,34
Ria de Alvor,summer,1,Afruca farensis,female,adult,TRUE,77,58,44,41,34
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,73,55,55,42,43
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,74,57,47,35,42
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,42,33,29,20,20
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,49,38,33,20,19
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,44,34,19,20,27
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,58,44,33,28,35
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,71,56,49,38,36
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,59,45,31,32,24
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,47,36,33,25,28
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,63,48,38,36,34
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,80,61,46,30,33
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,72,55,33,34,32
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,70,54,32,33,33
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,78,59,53,46,47
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,67,52,56,32,36
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,58,45,28,27,35
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,62,48,30,35,29
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,46,36,28,24,27
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,49,38,32,28,26
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,54,42,36,24,28
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,71,55,36,37,43
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,46,37,19,22,24
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,50,39,26,29,31
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,51,40,28,23,24
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,62,48,25,33,27
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,43,33,21,22,18
Ria de Alvor,summer,1,Afruca farensis,female,adult,TRUE,74,56,35,39,32
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,42,33,26,19,14
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,50,38,41,27,23
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,42,33,31,19,29
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,45,35,34,27,23
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,45,35,26,20,23
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,74,56,36,38,44
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,51,41,28,23,18
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,54,41,42,27,27
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,55,42,25,25,29
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,70,55,30,39,29
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,62,47,24,29,30
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,68,52,42,39,28
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,56,43,22,30,27
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,72,55,49,41,47
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,56,43,31,23,33
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,45,34,20,21,27
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,48,37,20,16,25
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,44,34,30,23,26
Ria de Alvor,summer,1,Afruca farensis,female,adult,TRUE,76,58,51,44,37
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,48,37,37,20,23
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,64,49,51,28,27
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,79,60,61,42,36
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,41,32,22,18,17
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,77,60,62,33,44
Ria de Alvor,summer,1,Afruca farensis,female,adult,TRUE,44,35,34,19,23
Ria de Alvor,summer,1,Afruca farensis,female,adult,TRUE,53,40,27,32,19
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,52,40,31,24,29
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,56,43,42,33,36
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,49,37,34,28,26
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,72,55,48,33,31
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,40,32,30,19,19
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,64,48,42,32,35
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,47,37,34,27,23
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,41,32,18,18,17
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,69,52,40,33,34
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,47,36,38,20,24
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,59,45,40,35,26
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,70,53,40,31,40
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,52,41,43,28,22
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,59,45,26,24,26
Ria de Alvor,summer,1,Afruca farensis,female,adult,FALSE,63,48,40,32,36
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,19,16,11,10,11
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,19,15,10,14,8
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,21,17,14,9,11
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,19,15,9,13,12
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,17,14,8,8,8
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,29,24,16,13,12
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,19,15,14,9,9
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,26,21,14,11,10
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,25,20,12,11,17
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,18,15,10,8,5
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,27,21,11,18,11
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,22,18,18,9,11
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,17,14,10,7,8
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,21,17,14,7,11
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,26,20,16,10,13
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,18,15,10,8,8
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,19,15,15,13,8
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,27,21,21,12,12
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,21,17,12,11,14
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,23,19,13,11,11
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,23,18,16,15,13
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,18,14,12,6,7
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,23,19,10,10,11
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,27,21,21,13,15
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,21,17,14,6,12
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,24,19,15,12,11
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,22,17,15,13,7
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,22,17,12,10,11
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,25,20,19,14,18
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,18,15,8,14,6
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,27,22,21,12,12
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,29,23,16,19,20
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,28,22,20,20,16
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,18,15,13,11,8
Ria de Alvor,summer,1,Afruca farensis,male,juvenile,FALSE,29,23,15,13,19
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,31,25,23,16,16
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,26,21,17,20,11
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,30,24,17,17,10
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,31,24,19,15,17
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,36,28,22,14,17
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,34,27,25,19,18
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,34,27,22,16,15
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,36,28,31,18,25
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,26,21,20,9,15
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,25,20,18,14,10
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,33,26,15,21,21
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,28,22,15,14,14
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,40,31,23,22,20
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,26,20,18,15,14
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,37,29,16,13,17
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,25,20,17,15,14
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,39,31,16,18,18
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,37,28,26,14,18
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,31,24,25,12,16
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,41,31,23,17,23
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,40,31,30,27,18
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,36,28,14,12,21
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,30,23,21,9,15
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,32,25,23,13,21
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,39,30,31,23,18
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,33,26,23,17,12
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,39,30,20,18,21
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,26,21,13,14,11
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,41,32,22,24,22
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,31,25,22,12,14
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,39,30,19,17,20
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,41,32,30,25,20
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,26,21,12,18,11
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,28,22,13,16,13
Ria de Alvor,summer,1,Afruca farensis,male,pre_puberty,FALSE,32,25,21,18,16
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,46,36,21,23,67
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,75,58,49,39,104
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,46,35,31,20,69
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,55,42,23,25,66
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,55,42,30,31,73
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,63,48,33,35,91
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,58,45,31,27,73
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,57,45,28,23,87
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,72,55,35,30,90
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,48,37,27,26,52
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,55,42,35,31,85
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,57,44,35,24,74
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,53,40,25,30,73
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,47,36,22,20,74
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,75,58,54,27,107
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,59,45,37,23,81
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,71,55,35,37,113
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,75,57,41,39,112
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,44,34,22,19,62
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,44,34,22,20,56
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,70,54,33,34,90
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,51,40,24,32,66
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,56,43,24,28,68
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,50,39,38,23,82
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,74,56,31,44,113
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,46,36,27,23,59
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,63,48,44,88,87
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,73,56,32,41,117
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,71,54,51,39,103
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,75,57,47,25,118
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,50,39,27,24,69
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,70,55,29,34,94
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,56,43,27,24,66
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,69,53,53,33,112
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,69,52,50,32,98
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,71,54,49,32,86
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,47,36,36,27,69
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,48,37,29,22,62
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,73,56,50,34,99
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,71,54,56,37,104
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,65,50,49,32,97
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,69,53,57,34,89
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,55,42,24,26,22
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,63,48,33,34,89
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,57,44,28,24,83
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,66,52,47,33,95
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,58,45,45,28,87
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,68,52,32,34,108
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,69,53,42,35,88
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,62,47,32,38,87
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,45,35,23,27,64
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,45,34,35,20,60
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,69,53,43,40,91
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,76,59,57,35,105
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,73,56,65,38,86
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,58,45,26,26,82
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,76,57,31,32,85
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,63,49,46,32,96
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,65,50,44,35,86
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,60,45,41,33,89
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,75,58,46,37,100
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,49,38,31,21,86
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,68,52,36,29,98
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,70,53,54,40,83
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,53,41,35,26,75
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,56,43,26,22,66
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,57,43,42,36,78
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,56,43,42,25,69
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,50,39,40,26,73
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,52,40,42,29,62
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,58,45,29,30,84
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,64,49,40,31,89
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,66,52,49,36,97
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,72,55,35,35,101
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,64,51,57,27,94
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,64,49,39,32,95
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,61,47,35,25,92
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,46,35,31,22,63
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,53,41,34,32,78
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,70,53,42,41,85
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,53,41,26,28,57
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,65,50,32,29,80
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,57,43,36,35,90
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,72,55,40,33,96
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,57,44,29,31,94
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,69,53,36,28,99
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,60,46,50,27,90
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,45,35,29,19,62
Ria de Alvor,summer,1,Afruca farensis,male,sub_adult,FALSE,48,37,27,26,74
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,81,62,47,28,112
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,93,72,59,44,131
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,73,56,30,37,90
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,95,72,49,45,141
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,101,76,47,41,52
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,73,57,36,36,94
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,82,62,54,37,86
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,78,59,41,37,108
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,84,64,55,34,111
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,103,78,48,48,148
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,53,40,33,31,73
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,64,49,36,39,98
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,55,42,25,18,66
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,56,43,41,27,68
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,84,64,35,44,115
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,97,74,53,42,128
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,91,69,67,56,128
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,78,61,33,43,134
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,73,56,40,35,108
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,98,75,60,45,121
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,73,57,40,39,103
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,83,63,44,39,112
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,92,70,70,46,157
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,61,46,29,36,67
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,77,60,43,39,93
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,101,77,53,52,150
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,73,56,30,32,32
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,69,52,36,33,102
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,103,78,46,58,141
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,60,46,34,35,30
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,104,79,64,59,37
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,91,70,55,44,119
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,76,58,54,35,110
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,54,41,37,37,70
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,94,71,70,43,125
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,68,52,50,35,79
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,63,48,35,34,80
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,76,58,42,37,119
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,53,42,44,28,28
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,58,46,45,29,68
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,69,54,43,35,95
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,73,56,39,49,129
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,95,72,70,49,130
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,61,47,27,36,100
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,82,63,63,37,119
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,98,74,46,46,152
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,69,54,42,29,95
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,67,52,48,41,96
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,90,69,37,45,125
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,61,46,40,35,92
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,81,61,48,43,117
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,58,45,38,26,91
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,94,71,70,50,141
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,73,58,56,32,97
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,90,69,57,50,149
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,80,60,40,37,102
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,92,70,66,38,126
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,89,67,66,53,117
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,91,71,45,48,129
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,94,72,71,41,43
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,81,62,44,44,125
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,90,68,53,38,50
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,55,42,42,34,74
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,68,53,36,40,81
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,102,77,55,51,164
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,92,70,55,37,114
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,54,41,27,31,75
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,82,63,39,42,100
Ria de Alvor,summer,1,Afruca farensis,male,adult,FALSE,101,76,68,47,133
